ID,poi shape,poi type,coordinate,amenity_types
30341,Point,post_box," 19.0611412, 47.4900674 ",others
30342,Point,cafe," 19.0526745, 47.5605969 ",Sustenance
30343,Point,bicycle_parking," 19.0180103, 47.4643218 ",Transportation: Bicycle
30344,Point,bench," 18.9654314, 47.5153909 ",others
30345,Point,waste_basket," 18.9654633, 47.5154088 ",others
30346,Point,waste_basket," 19.0293121, 47.4834061 ",others
30347,Point,telephone," 19.0300954, 47.4827228 ",others
30348,Point,waste_basket," 19.0313778, 47.4822358 ",others
30349,Point,waste_basket," 19.0323011, 47.4817739 ",others
30350,Point,waste_basket," 19.0324237, 47.4817437 ",others
30351,Point,waste_basket," 19.0324081, 47.4816924 ",others
30352,Point,waste_basket," 19.0324811, 47.4820958 ",others
30353,Point,waste_basket," 19.0311328, 47.4826266 ",others
30354,Point,waste_basket," 19.0335898, 47.4812511 ",others
30355,Point,waste_basket," 19.0337174, 47.4812086 ",others
30356,Point,waste_basket," 19.0350146, 47.4806837 ",others
30357,Point,bench," 18.9656485, 47.5150833 ",others
30358,Point,waste_basket," 18.9656701, 47.5150393 ",others
30359,Point,waste_basket," 18.9598973, 47.5158238 ",others
30360,Point,bench," 18.9659419, 47.5150294 ",others
30361,Point,bureau_de_change," 19.0692364, 47.4962114 ",Financial
30362,Point,cafe," 19.0210801, 47.513368 ",Sustenance
30363,Point,cafe," 19.059274, 47.4984631 ",Sustenance
30364,Point,drinking_water," 19.1854522, 47.4501367 ",others
30365,Point,university," 19.0135572, 47.573225 ",School
30366,Point,waste_basket," 19.0347914, 47.4807042 ",others
30367,Point,telephone," 19.036229, 47.4800477 ",others
30368,Point,waste_basket," 19.0362265, 47.4800708 ",others
30369,Point,waste_basket," 19.0361426, 47.4801985 ",others
30370,Point,waste_basket," 19.037065, 47.4798063 ",others
30371,Point,waste_basket," 19.040253, 47.4784575 ",others
30372,Point,waste_basket," 19.0403802, 47.4786353 ",others
30373,Point,waste_basket," 19.0390265, 47.479382 ",others
30374,Point,waste_basket," 19.0425822, 47.4784689 ",others
30375,Point,waste_basket," 19.0416341, 47.4786944 ",others
30376,Point,telephone," 19.0448857, 47.4779109 ",others
30377,Point,waste_basket," 19.0465621, 47.4777612 ",others
30378,Point,waste_basket," 19.0464961, 47.4780462 ",others
30379,Point,waste_basket," 19.0496953, 47.4784592 ",others
30380,Point,waste_basket," 19.0490404, 47.4796037 ",others
30381,Point,waste_basket," 19.0441811, 47.479743 ",others
30382,Point,waste_basket," 19.0429073, 47.4798775 ",others
30383,Point,waste_basket," 19.0427472, 47.4798899 ",others
30384,Point,waste_basket," 19.0413188, 47.480203 ",others
30385,Point,waste_basket," 19.0401051, 47.4809201 ",others
30386,Point,waste_basket," 19.0389256, 47.4812465 ",others
30387,Point,waste_basket," 19.0383338, 47.4816802 ",others
30388,Point,waste_basket," 19.0373861, 47.4822255 ",others
30389,Point,waste_basket," 19.0348514, 47.4833505 ",others
30390,Point,waste_basket," 19.0307358, 47.4838552 ",others
30391,Point,waste_basket," 19.0319269, 47.485807 ",others
30392,Point,waste_basket," 19.0353328, 47.4858977 ",others
30393,Point,waste_basket," 19.0352552, 47.4858788 ",others
30394,Point,waste_basket," 19.0380634, 47.4842128 ",others
30395,Point,waste_basket," 19.0396321, 47.4831799 ",others
30396,Point,waste_basket," 19.0391481, 47.482532 ",others
30397,Point,waste_basket," 19.0390409, 47.4838414 ",others
30398,Point,waste_basket," 19.0390286, 47.4838454 ",others
30399,Point,bench," 19.0399908, 47.4834459 ",others
30400,Point,waste_basket," 19.0400183, 47.4834371 ",others
30401,Point,waste_basket," 19.0428683, 47.4818928 ",others
30402,Point,waste_basket," 19.0458371, 47.4813402 ",others
30403,Point,bench," 19.0458221, 47.481397 ",others
30404,Point,waste_basket," 19.0458377, 47.4813897 ",others
30405,Point,waste_basket," 19.0453821, 47.4820125 ",others
30406,Point,waste_basket," 19.0449434, 47.4828321 ",others
30407,Point,waste_basket," 19.043533, 47.4832808 ",others
30408,Point,waste_basket," 19.04215, 47.4838621 ",others
30409,Point,waste_basket," 19.0421608, 47.4838789 ",others
30410,Point,waste_basket," 19.0406142, 47.4852008 ",others
30411,Point,waste_basket," 19.0404583, 47.485497 ",others
30412,Point,taxi," 19.0401441, 47.48565 ",others
30413,Point,waste_basket," 19.0381936, 47.4855332 ",others
30414,Point,post_box," 19.0399311, 47.4863048 ",others
30415,Point,waste_basket," 19.0398491, 47.4863783 ",others
30416,Point,waste_basket," 19.0399914, 47.4862186 ",others
30417,Point,waste_basket," 19.0401882, 47.4862707 ",others
30418,Point,waste_basket," 19.039494, 47.4846883 ",others
30419,Point,waste_basket," 19.048101, 47.4812561 ",others
30420,Point,waste_basket," 19.0482287, 47.4813787 ",others
30421,Point,waste_basket," 19.0483756, 47.4830051 ",others
30422,Point,waste_basket," 19.0483893, 47.4830501 ",others
30423,Point,waste_basket," 19.0499873, 47.4829787 ",others
30424,Point,bench," 19.0501368, 47.4835689 ",others
30425,Point,waste_basket," 19.0501175, 47.483522 ",others
30426,Point,waste_basket," 19.05017, 47.4836281 ",others
30427,Point,vending_machine," 19.0501835, 47.4836715 ",Vending Machine
30428,Point,waste_basket," 19.0503177, 47.483492 ",others
30429,Point,vending_machine," 19.0515109, 47.4841938 ",Vending Machine
30430,Point,waste_basket," 19.0520474, 47.4842703 ",others
30431,Point,waste_basket," 19.0521419, 47.484281 ",others
30432,Point,bench," 19.0511069, 47.4833989 ",others
30433,Point,vending_machine," 19.049843, 47.4824501 ",Vending Machine
30434,Point,bench," 19.0510857, 47.4822481 ",others
30435,Point,vending_machine," 19.0512224, 47.4821361 ",Vending Machine
30436,Point,vending_machine," 19.0496512, 47.4818085 ",Vending Machine
30437,Point,waste_basket," 19.0498332, 47.48106 ",others
30438,Point,waste_basket," 19.0500696, 47.4810327 ",others
30439,Point,waste_basket," 19.0499447, 47.481011 ",others
30440,Point,vending_machine," 19.0496516, 47.480497 ",Vending Machine
30441,Point,waste_basket," 19.0496219, 47.4802441 ",others
30442,Point,waste_basket," 19.0423131, 47.4793578 ",others
30443,Point,waste_basket," 19.0423528, 47.4793459 ",others
30444,Point,waste_basket," 19.043937, 47.4789071 ",others
30445,Point,waste_basket," 19.0439108, 47.478933 ",others
30446,Point,vending_machine," 19.0439484, 47.4788649 ",Vending Machine
30447,Point,waste_basket," 19.0438785, 47.4784303 ",others
30448,Point,waste_basket," 19.0439499, 47.4780437 ",others
30449,Point,waste_basket," 19.038599, 47.4760633 ",others
30450,Point,vending_machine," 19.0386143, 47.4763738 ",Vending Machine
30451,Point,waste_basket," 19.0391492, 47.4768926 ",others
30452,Point,waste_basket," 19.0392695, 47.4773882 ",others
30453,Point,waste_basket," 19.0395253, 47.4773437 ",others
30454,Point,waste_basket," 19.0396813, 47.4772589 ",others
30455,Point,bench," 19.0396118, 47.4772991 ",others
30456,Point,waste_basket," 19.0394757, 47.4772507 ",others
30457,Point,bench," 19.0396388, 47.4772828 ",others
30458,Point,bench," 19.0396636, 47.4772704 ",others
30459,Point,vending_machine," 19.0399861, 47.4781351 ",Vending Machine
30460,Point,waste_basket," 19.0400697, 47.4781835 ",others
30461,Point,waste_basket," 19.0372197, 47.4778047 ",others
30462,Point,waste_basket," 19.0360529, 47.478218 ",others
30463,Point,waste_basket," 19.0361628, 47.4781931 ",others
30464,Point,waste_basket," 19.0348892, 47.4783758 ",others
30465,Point,bench," 19.0315866, 47.4794575 ",others
30466,Point,bench," 19.0315461, 47.4794862 ",others
30467,Point,bench," 19.0314898, 47.4795056 ",others
30468,Point,waste_basket," 19.0314631, 47.4795122 ",others
30469,Point,waste_basket," 19.0305031, 47.4815933 ",others
30470,Point,waste_basket," 19.0313409, 47.4796235 ",others
30471,Point,post_box," 19.0311043, 47.4792418 ",others
30472,Point,hunting_stand," 19.331177, 47.4133552 ",others
30473,Point,hunting_stand," 19.3243118, 47.4098055 ",others
30474,Point,bench," 18.9451875, 47.5613591 ",others
30475,Point,bench," 18.9452323, 47.5613409 ",others
30476,Point,bench," 18.9452737, 47.5613216 ",others
30477,Point,bench," 18.9451681, 47.5613443 ",others
30478,Point,bench," 18.945214, 47.5613261 ",others
30479,Point,bench," 18.9452589, 47.5613073 ",others
30480,Point,bench," 18.9451529, 47.5613323 ",others
30481,Point,bench," 18.945201, 47.561314 ",others
30482,Point,bench," 18.9452452, 47.5612961 ",others
30483,Point,bench," 18.9451393, 47.5613212 ",others
30484,Point,bench," 18.9451888, 47.5613023 ",others
30485,Point,bench," 18.9452321, 47.5612844 ",others
30486,Point,bench," 18.9451279, 47.5613111 ",others
30487,Point,bench," 18.9451775, 47.5612914 ",others
30488,Point,bench," 18.9452201, 47.5612747 ",others
30489,Point,drinking_water," 19.3470152, 47.4369596 ",others
30490,Point,waste_basket," 19.0390799, 47.5501474 ",others
30491,Point,waste_basket," 19.0393412, 47.5500053 ",others
30492,Point,waste_basket," 19.0394544, 47.5503727 ",others
30493,Point,waste_basket," 19.0434168, 47.5496669 ",others
30494,Point,waste_basket," 19.0433105, 47.5494108 ",others
30495,Point,waste_basket," 19.0438312, 47.5495507 ",others
30496,Point,bench," 18.9657518, 47.5150267 ",others
30497,Point,waste_basket," 19.0430979, 47.546426 ",others
30498,Point,waste_basket," 19.0422833, 47.5456825 ",others
30499,Point,waste_basket," 19.0423381, 47.5453968 ",others
30500,Point,waste_basket," 19.0428437, 47.5474359 ",others
30501,Point,waste_basket," 19.0427777, 47.5473604 ",others
30502,Point,waste_basket," 19.0427615, 47.5449372 ",others
30503,Point,waste_basket," 19.0426245, 47.5445253 ",others
30504,Point,waste_basket," 19.042561, 47.5442924 ",others
30505,Point,waste_basket," 19.0425261, 47.5438991 ",others
30506,Point,waste_basket," 19.04223, 47.5429516 ",others
30507,Point,taxi," 19.041724, 47.5432157 ",others
30508,Point,toilets," 19.0895907, 47.5317109 ",others
30509,Point,bench," 19.0406283, 47.5414508 ",others
30510,Point,bench," 19.0406791, 47.5414224 ",others
30511,Point,bench," 19.0405397, 47.54149 ",others
30512,Point,waste_basket," 19.0396798, 47.5413414 ",others
30513,Point,waste_basket," 19.0395717, 47.5413569 ",others
30514,Point,taxi," 19.0405439, 47.5397715 ",others
30515,Point,waste_basket," 19.0404999, 47.5396553 ",others
30516,Point,waste_basket," 19.0403441, 47.5392635 ",others
30517,Point,waste_basket," 19.0409265, 47.5388433 ",others
30518,Point,waste_basket," 19.0408699, 47.5389407 ",others
30519,Point,waste_basket," 19.0402859, 47.539023 ",others
30520,Point,waste_basket," 19.0407825, 47.539011 ",others
30521,Point,waste_basket," 19.0410198, 47.5396604 ",others
30522,Point,waste_basket," 19.0410206, 47.5396666 ",others
30523,Point,waste_basket," 19.0400094, 47.5368279 ",others
30524,Point,waste_basket," 19.0400455, 47.5367329 ",others
30525,Point,waste_basket," 19.0397478, 47.5367076 ",others
30526,Point,waste_basket," 19.0397465, 47.5372204 ",others
30527,Point,telephone," 19.0397066, 47.5340869 ",others
30528,Point,waste_basket," 19.0401544, 47.5315131 ",others
30529,Point,drinking_water," 19.2138183, 47.424811 ",others
30530,Point,drinking_water," 19.217711, 47.4265833 ",others
30531,Point,drinking_water," 19.2168216, 47.4236269 ",others
30532,Point,waste_basket," 19.040009, 47.5323681 ",others
30533,Point,drinking_water," 19.2260175, 47.4256376 ",others
30534,Point,taxi," 19.0391512, 47.5296673 ",others
30535,Point,drinking_water," 19.2197934, 47.420755 ",others
30536,Point,drinking_water," 19.224042, 47.4241279 ",others
30537,Point,drinking_water," 19.2219418, 47.4224784 ",others
30538,Point,waste_basket," 19.0386349, 47.5275955 ",others
30539,Point,waste_basket," 19.0388383, 47.5282099 ",others
30540,Point,waste_basket," 19.0393931, 47.5293878 ",others
30541,Point,ice_cream," 19.0498786, 47.598219 ",others
30542,Point,fast_food," 19.0538434, 47.4970653 ",Sustenance
30543,Point,taxi," 19.032862, 47.4964989 ",others
30544,Point,telephone," 19.0601072, 47.5969719 ",others
30545,Point,telephone," 19.0593213, 47.5970415 ",others
30546,Point,waste_basket," 19.037772, 47.5243743 ",others
30547,Point,bank," 19.0375727, 47.524891 ",Financial
30548,Point,vending_machine," 19.0376776, 47.5250773 ",Vending Machine
30549,Point,vending_machine," 19.0384221, 47.5269282 ",Vending Machine
30550,Point,waste_basket," 19.0380985, 47.5265417 ",others
30551,Point,waste_basket," 19.0376979, 47.5252699 ",others
30552,Point,waste_basket," 19.0429224, 47.4948766 ",others
30553,Point,waste_basket," 19.0425093, 47.4956228 ",others
30554,Point,fountain," 19.0437023, 47.4936807 ",Arts
30555,Point,bicycle_parking," 19.0417986, 47.4969193 ",Transportation: Bicycle
30556,Point,waste_basket," 19.0417677, 47.496984 ",others
30557,Point,bench," 19.0419064, 47.4967188 ",others
30558,Point,waste_basket," 19.0419199, 47.4966915 ",others
30559,Point,bicycle_parking," 19.0419534, 47.4966478 ",Transportation: Bicycle
30560,Point,bench," 19.0419957, 47.4965753 ",others
30561,Point,bar," 19.0431046, 47.5166799 ",Sustenance
30562,Point,bench," 19.0297287, 47.5052264 ",others
30563,Point,fountain," 19.0296536, 47.5053626 ",Arts
30564,Point,bench," 19.0296352, 47.5052176 ",others
30565,Point,bench," 19.0296805, 47.5052218 ",others
30566,Point,bench," 19.029662, 47.5052202 ",others
30567,Point,bench," 19.0297014, 47.5052237 ",others
30568,Point,clock," 19.0555662, 47.5107786 ",others
30569,Point,driving_school," 19.0429891, 47.5485949 ",School
30570,Point,courthouse," 19.0430409, 47.5446326 ",Government
30571,Point,parking," 19.156952, 47.4842537 ",Parking
30572,Point,parking," 19.1568591, 47.4846346 ",Parking
30573,Point,cafe," 19.0608482, 47.4892338 ",Sustenance
30574,Point,cafe," 19.053688, 47.5034864 ",Sustenance
30575,Point,social_facility," 18.9867962, 47.5430047 ",Healthcare
30576,Point,waste_basket," 19.0378528, 47.5206742 ",others
30577,Point,waste_basket," 19.0377072, 47.5207952 ",others
30578,Point,waste_basket," 19.03922, 47.5157918 ",others
30579,Point,waste_basket," 19.0397281, 47.5152368 ",others
30580,Point,waste_basket," 19.0396351, 47.5160228 ",others
30581,Point,bench," 19.06232, 47.59611 ",others
30582,Point,bench," 19.0624246, 47.5961046 ",others
30583,Point,bench," 19.1574886, 47.4685321 ",others
30584,Point,bench," 19.1575221, 47.4685531 ",others
30585,Point,bench," 19.1576851, 47.4686817 ",others
30586,Point,waste_basket," 19.0384165, 47.5123344 ",others
30587,Point,post_box," 19.0382609, 47.5123335 ",others
30588,Point,waste_basket," 19.0379122, 47.5125497 ",others
30589,Point,waste_basket," 19.0390919, 47.5091025 ",others
30590,Point,vending_machine," 19.0387582, 47.5090285 ",Vending Machine
30591,Point,waste_basket," 19.0382899, 47.5090655 ",others
30592,Point,waste_basket," 19.0391013, 47.5086293 ",others
30593,Point,waste_basket," 19.0389271, 47.5067547 ",others
30594,Point,waste_basket," 19.0380692, 47.5071383 ",others
30595,Point,waste_basket," 19.0380629, 47.5076153 ",others
30596,Point,telephone," 19.0381966, 47.5083285 ",others
30597,Point,waste_basket," 19.038234, 47.5085404 ",others
30598,Point,waste_basket," 19.0384382, 47.5085732 ",others
30599,Point,waste_basket," 19.0383124, 47.5092285 ",others
30600,Point,waste_basket," 19.03829, 47.5098854 ",others
30601,Point,clinic," 19.1611782, 47.4785802 ",Healthcare
30602,Point,hospital," 19.1614491, 47.4778478 ",Healthcare
30603,Point,market," 19.1660957, 47.4775416 ",others
30604,Point,fast_food," 19.1200025, 47.5153864 ",Sustenance
30605,Point,bench," 19.1943159, 47.6218442 ",others
30606,Point,bench," 19.1942727, 47.6218843 ",others
30607,Point,bench," 19.1941501, 47.6219244 ",others
30608,Point,bicycle_parking," 19.2176875, 47.4288378 ",Transportation: Bicycle
30609,Point,drinking_water," 19.217658, 47.4288088 ",others
30610,Point,school," 19.132694, 47.4873717 ",School
30611,Point,drinking_water," 19.2114518, 47.4191493 ",others
30612,Point,drinking_water," 19.2117202, 47.4145656 ",others
30613,Point,taxi," 19.0841505, 47.5009652 ",others
30614,Point,drinking_water," 18.9757331, 47.4406613 ",others
30615,Point,drinking_water," 18.9711608, 47.440331 ",others
30616,Point,drinking_water," 18.8843025, 47.5772927 ",others
30617,Point,bench," 19.1574323, 47.4685065 ",others
30618,Point,bench," 19.1583, 47.4684691 ",others
30619,Point,bench," 19.158237, 47.4684691 ",others
30620,Point,library," 19.0610642, 47.4850363 ",Education
30621,Point,parking," 19.101708, 47.5124305 ",Parking
30622,Point,bicycle_parking," 19.104189, 47.5148414 ",Transportation: Bicycle
30623,Point,fast_food," 19.092533, 47.5048337 ",Sustenance
30624,Point,bicycle_parking," 19.0623736, 47.5406233 ",Transportation: Bicycle
30625,Point,cafe," 19.0580001, 47.4887087 ",Sustenance
30626,Point,waste_basket," 19.0925887, 47.4890509 ",others
30627,Point,waste_basket," 19.0909202, 47.4893459 ",others
30628,Point,waste_basket," 19.0876629, 47.4894631 ",others
30629,Point,vending_machine," 19.0874849, 47.4894514 ",Vending Machine
30630,Point,telephone," 19.0875334, 47.4893975 ",others
30631,Point,telephone," 19.0876757, 47.4890936 ",others
30632,Point,waste_basket," 19.0847603, 47.4892745 ",others
30633,Point,waste_basket," 19.0836559, 47.4886834 ",others
30634,Point,waste_basket," 19.082665, 47.4889986 ",others
30635,Point,telephone," 19.0830624, 47.4888939 ",others
30636,Point,telephone," 19.082382, 47.4888348 ",others
30637,Point,telephone," 19.0813214, 47.4891242 ",others
30638,Point,waste_basket," 19.0811291, 47.4890275 ",others
30639,Point,waste_basket," 19.080563, 47.4890325 ",others
30640,Point,waste_basket," 19.0804701, 47.4892591 ",others
30641,Point,waste_basket," 19.0781598, 47.4894794 ",others
30642,Point,vending_machine," 19.0780896, 47.4893376 ",Vending Machine
30643,Point,waste_basket," 19.0761601, 47.4897093 ",others
30644,Point,telephone," 19.0744957, 47.4899411 ",others
30645,Point,waste_basket," 19.0743618, 47.4897895 ",others
30646,Point,waste_basket," 19.0731183, 47.4897359 ",others
30647,Point,waste_basket," 19.0731804, 47.4895905 ",others
30648,Point,waste_basket," 19.0717138, 47.4894529 ",others
30649,Point,waste_basket," 19.0718001, 47.489463 ",others
